transaction_id,amount,transaction_type,location,timestamp,is_fraud
TXN0000121,9.88,POS,FL,2024-01-02 06:15:00,0
TXN0000122,17.42,Transfer,WA,2024-01-02 06:30:00,1
TXN0000123,1.83,Online,FL,2024-01-02 06:45:00,0
TXN0000124,5.17,POS,IL,2024-01-02 07:00:00,0
TXN0000125,31.04,ATM,IL,2024-01-02 07:15:00,0
TXN0000126,1.56,POS,TX,2024-01-02 07:30:00,0
TXN0000127,55.47,Online,TX,2024-01-02 07:45:00,0
TXN0000128,2.47,Transfer,FL,2024-01-02 08:00:00,0
TXN0000129,49.8,Transfer,NY,2024-01-02 08:15:00,0
TXN0000130,7.28,Online,WA,2024-01-02 08:30:00,0
TXN0000131,51.15,Transfer,NY,2024-01-02 08:45:00,0
TXN0000132,23.5,Transfer,WA,2024-01-02 09:00:00,0
TXN0000133,3.18,POS,WA,2024-01-02 09:15:00,0
TXN0000134,89.93,Transfer,IL,2024-01-02 09:30:00,0
TXN0000135,113.3,Online,NY,2024-01-02 09:45:00,0
TXN0000136,18.56,Transfer,FL,2024-01-02 10:00:00,0
TXN0000137,14.46,Transfer,NY,2024-01-02 10:15:00,0
TXN0000138,16.58,Transfer,WA,2024-01-02 10:30:00,0
TXN0000139,6.23,Transfer,NY,2024-01-02 10:45:00,0
TXN0000140,75.06,POS,NY,2024-01-02 11:00:00,0
TXN0000141,10.47,Transfer,TX,2024-01-02 11:15:00,0
TXN0000142,18.89,ATM,NY,2024-01-02 11:30:00,0
TXN0000143,7.75,Transfer,FL,2024-01-02 11:45:00,0
TXN0000144,9.48,Online,CA,2024-01-02 12:00:00,0
TXN0000145,4.34,Online,NY,2024-01-02 12:15:00,0
TXN0000146,90.78,Transfer,FL,2024-01-02 12:30:00,0
TXN0000147,16.69,Transfer,CA,2024-01-02 12:45:00,0
TXN0000148,64.01,Transfer,TX,2024-01-02 13:00:00,0
TXN0000149,20.41,POS,FL,2024-01-02 13:15:00,0
TXN0000150,8.73,Transfer,FL,2024-01-02 13:30:00,0
TXN0000151,13.57,POS,FL,2024-01-02 13:45:00,0
TXN0000152,10.25,POS,NY,2024-01-02 14:00:00,0
TXN0000153,20.28,POS,NY,2024-01-02 14:15:00,0
TXN0000154,12.8,Transfer,FL,2024-01-02 14:30:00,0
TXN0000155,14.01,Transfer,FL,2024-01-02 14:45:00,0
TXN0000156,3.84,POS,NY,2024-01-02 15:00:00,0
TXN0000157,7.63,Transfer,FL,2024-01-02 15:15:00,0
TXN0000158,146.18,ATM,CA,2024-01-02 15:30:00,0
TXN0000159,8.98,POS,IL,2024-01-02 15:45:00,0
TXN0000160,5.67,Transfer,WA,2024-01-02 16:00:00,0
TXN0000161,30.11,Online,TX,2024-01-02 16:15:00,0
TXN0000162,108.71,ATM,TX,2024-01-02 16:30:00,0
TXN0000163,3.51,POS,TX,2024-01-02 16:45:00,0
TXN0000164,15.64,Online,TX,2024-01-02 17:00:00,0
TXN0000165,9.41,Online,FL,2024-01-02 17:15:00,0
TXN0000166,2.43,POS,FL,2024-01-02 17:30:00,0
TXN0000167,48.52,Online,IL,2024-01-02 17:45:00,0
TXN0000168,19.53,Online,WA,2024-01-02 18:00:00,0
TXN0000169,21.88,POS,TX,2024-01-02 18:15:00,0
TXN0000170,8.14,Online,FL,2024-01-02 18:30:00,0
TXN0000171,34.67,POS,CA,2024-01-02 18:45:00,0
TXN0000172,10.52,Online,CA,2024-01-02 19:00:00,0
TXN0000173,16.92,Online,WA,2024-01-02 19:15:00,1
TXN0000174,5.31,ATM,CA,2024-01-02 19:30:00,0
TXN0000175,4.67,Transfer,FL,2024-01-02 19:45:00,0
TXN0000176,99.75,Online,FL,2024-01-02 20:00:00,0
TXN0000177,10.93,Transfer,IL,2024-01-02 20:15:00,0
TXN0000178,28.5,ATM,CA,2024-01-02 20:30:00,0
TXN0000179,19.29,Transfer,FL,2024-01-02 20:45:00,0
TXN0000180,11.83,ATM,FL,2024-01-02 21:00:00,0
TXN0000181,10.92,POS,WA,2024-01-02 21:15:00,0
TXN0000182,42.78,POS,CA,2024-01-02 21:30:00,0
TXN0000183,13.98,ATM,CA,2024-01-02 21:45:00,0
TXN0000184,16.75,ATM,IL,2024-01-02 22:00:00,0
TXN0000185,20.63,Transfer,FL,2024-01-02 22:15:00,0
TXN0000186,82.42,Transfer,FL,2024-01-02 22:30:00,0
TXN0000187,45.45,Transfer,NY,2024-01-02 22:45:00,0
TXN0000188,31.79,Online,IL,2024-01-02 23:00:00,0
TXN0000189,10.21,Transfer,FL,2024-01-02 23:15:00,0
TXN0000190,3.83,POS,TX,2024-01-02 23:30:00,0
TXN0000191,62.77,ATM,TX,2024-01-02 23:45:00,0
TXN0000192,64.05,POS,IL,2024-01-03 00:00:00,0
TXN0000193,16.96,POS,FL,2024-01-03 00:15:00,0
TXN0000194,38.48,ATM,WA,2024-01-03 00:30:00,0
TXN0000195,51.3,POS,CA,2024-01-03 00:45:00,0
TXN0000196,54.46,Online,FL,2024-01-03 01:00:00,0
TXN0000197,60.68,Online,FL,2024-01-03 01:15:00,0
TXN0000198,11.63,Online,TX,2024-01-03 01:30:00,0
TXN0000199,123.71,Transfer,IL,2024-01-03 01:45:00,0
TXN0000200,4.5,Online,WA,2024-01-03 02:00:00,0
TXN0000201,56.49,POS,CA,2024-01-03 02:15:00,0
TXN0000202,36.33,ATM,NY,2024-01-03 02:30:00,0
TXN0000203,57.3,ATM,IL,2024-01-03 02:45:00,0
TXN0000204,191.49,Online,NY,2024-01-03 03:00:00,1
TXN0000205,119.26,Transfer,NY,2024-01-03 03:15:00,0
TXN0000206,5.08,POS,IL,2024-01-03 03:30:00,1
TXN0000207,2.65,Online,WA,2024-01-03 03:45:00,0
TXN0000208,53.53,Transfer,CA,2024-01-03 04:00:00,0
TXN0000209,5.94,POS,FL,2024-01-03 04:15:00,0
TXN0000210,19.79,Transfer,IL,2024-01-03 04:30:00,0
TXN0000211,55.02,Transfer,WA,2024-01-03 04:45:00,0
TXN0000212,2.79,ATM,CA,2024-01-03 05:00:00,0
TXN0000213,1.6,POS,TX,2024-01-03 05:15:00,0
TXN0000214,27.42,Online,WA,2024-01-03 05:30:00,0
TXN0000215,21.18,POS,CA,2024-01-03 05:45:00,0
TXN0000216,14.95,Online,FL,2024-01-03 06:00:00,0
TXN0000217,21.04,ATM,IL,2024-01-03 06:15:00,0
TXN0000218,7.15,POS,TX,2024-01-03 06:30:00,0
TXN0000219,3.27,Online,TX,2024-01-03 06:45:00,0
TXN0000220,16.44,ATM,TX,2024-01-03 07:00:00,0
TXN0000221,6.26,Transfer,CA,2024-01-03 07:15:00,0
TXN0000222,2.79,Online,WA,2024-01-03 07:30:00,0
TXN0000223,36.85,ATM,TX,2024-01-03 07:45:00,0
TXN0000224,18.66,ATM,WA,2024-01-03 08:00:00,0
TXN0000225,32.72,Transfer,WA,2024-01-03 08:15:00,0
TXN0000226,6.13,Transfer,FL,2024-01-03 08:30:00,0
TXN0000227,9.12,Online,CA,2024-01-03 08:45:00,0
TXN0000228,6.06,Online,CA,2024-01-03 09:00:00,0
TXN0000229,6.93,Online,NY,2024-01-03 09:15:00,0
TXN0000230,25.39,POS,TX,2024-01-03 09:30:00,0
TXN0000231,7.85,ATM,NY,2024-01-03 09:45:00,0
TXN0000232,30.79,Transfer,IL,2024-01-03 10:00:00,1
TXN0000233,30.2,ATM,IL,2024-01-03 10:15:00,0
TXN0000234,228.19,ATM,CA,2024-01-03 10:30:00,0
TXN0000235,3.78,Transfer,CA,2024-01-03 10:45:00,0
TXN0000236,58.29,Transfer,WA,2024-01-03 11:00:00,0
TXN0000237,18.04,Transfer,CA,2024-01-03 11:15:00,0
TXN0000238,19.75,Online,TX,2024-01-03 11:30:00,0
TXN0000239,3.53,Transfer,IL,2024-01-03 11:45:00,0
TXN0000240,11.56,POS,TX,2024-01-03 12:00:00,0
TXN0000241,49.0,Online,NY,2024-01-03 12:15:00,0
TXN0000242,18.19,Online,FL,2024-01-03 12:30:00,0
TXN0000243,22.14,ATM,WA,2024-01-03 12:45:00,0
TXN0000244,14.17,POS,NY,2024-01-03 13:00:00,0
TXN0000245,80.28,Transfer,TX,2024-01-03 13:15:00,0
TXN0000246,19.57,POS,TX,2024-01-03 13:30:00,1
TXN0000247,1.43,ATM,IL,2024-01-03 13:45:00,0
TXN0000248,8.75,ATM,FL,2024-01-03 14:00:00,0
TXN0000249,1.89,Online,IL,2024-01-03 14:15:00,0
TXN0000250,0.41,Online,FL,2024-01-03 14:30:00,0
TXN0000251,10.63,POS,TX,2024-01-03 14:45:00,0
TXN0000252,99.51,ATM,WA,2024-01-03 15:00:00,0
TXN0000253,21.25,POS,IL,2024-01-03 15:15:00,0
TXN0000254,4.92,ATM,NY,2024-01-03 15:30:00,0
TXN0000255,6.5,Online,FL,2024-01-03 15:45:00,1
TXN0000256,78.0,Transfer,NY,2024-01-03 16:00:00,0
TXN0000257,24.27,ATM,CA,2024-01-03 16:15:00,0
TXN0000258,21.28,ATM,CA,2024-01-03 16:30:00,0
TXN0000259,18.84,Online,IL,2024-01-03 16:45:00,0
TXN0000260,21.03,POS,CA,2024-01-03 17:00:00,0
TXN0000261,52.8,Online,TX,2024-01-03 17:15:00,0
TXN0000262,38.98,Online,CA,2024-01-03 17:30:00,0
TXN0000263,26.02,ATM,NY,2024-01-03 17:45:00,0
TXN0000264,5.75,POS,CA,2024-01-03 18:00:00,0
TXN0000265,37.09,POS,TX,2024-01-03 18:15:00,0
TXN0000266,8.84,Online,IL,2024-01-03 18:30:00,0
TXN0000267,74.64,Transfer,CA,2024-01-03 18:45:00,0
TXN0000268,4.37,POS,NY,2024-01-03 19:00:00,0
TXN0000269,17.03,Online,FL,2024-01-03 19:15:00,1
TXN0000270,19.91,ATM,WA,2024-01-03 19:30:00,0
TXN0000271,4.1,Transfer,FL,2024-01-03 19:45:00,0
TXN0000272,158.6,POS,WA,2024-01-03 20:00:00,0
TXN0000273,115.87,ATM,IL,2024-01-03 20:15:00,0
TXN0000274,11.52,ATM,IL,2024-01-03 20:30:00,0
TXN0000275,50.71,POS,WA,2024-01-03 20:45:00,0
TXN0000276,31.64,Transfer,CA,2024-01-03 21:00:00,0
TXN0000277,0.87,POS,FL,2024-01-03 21:15:00,0
TXN0000278,27.13,Transfer,IL,2024-01-03 21:30:00,0
TXN0000279,18.66,Transfer,NY,2024-01-03 21:45:00,0
TXN0000280,22.19,Transfer,CA,2024-01-03 22:00:00,0
TXN0000281,5.52,Transfer,NY,2024-01-03 22:15:00,0
TXN0000282,14.54,ATM,FL,2024-01-03 22:30:00,0
TXN0000283,16.22,POS,IL,2024-01-03 22:45:00,0
TXN0000284,83.57,Online,FL,2024-01-03 23:00:00,0
TXN0000285,30.0,ATM,NY,2024-01-03 23:15:00,0
TXN0000286,19.95,POS,TX,2024-01-03 23:30:00,0
TXN0000287,125.81,POS,WA,2024-01-03 23:45:00,0
TXN0000288,10.32,ATM,IL,2024-01-04 00:00:00,0
TXN0000289,12.59,ATM,NY,2024-01-04 00:15:00,0
TXN0000290,2.27,Online,IL,2024-01-04 00:30:00,0
TXN0000291,132.02,Transfer,IL,2024-01-04 00:45:00,1
TXN0000292,63.89,ATM,NY,2024-01-04 01:00:00,0
TXN0000293,60.35,POS,TX,2024-01-04 01:15:00,0
TXN0000294,44.82,Transfer,FL,2024-01-04 01:30:00,0
TXN0000295,22.92,Online,FL,2024-01-04 01:45:00,0
TXN0000296,26.01,Online,WA,2024-01-04 02:00:00,0
TXN0000297,14.84,Online,NY,2024-01-04 02:15:00,0
TXN0000298,15.73,POS,FL,2024-01-04 02:30:00,0
TXN0000299,21.44,Transfer,FL,2024-01-04 02:45:00,0
TXN0000300,123.25,POS,WA,2024-01-04 03:00:00,0
TXN0000301,39.13,POS,TX,2024-01-04 03:15:00,0
TXN0000302,18.72,ATM,FL,2024-01-04 03:30:00,0
TXN0000303,10.02,Transfer,IL,2024-01-04 03:45:00,0
TXN0000304,9.37,POS,IL,2024-01-04 04:00:00,0
TXN0000305,137.45,Transfer,CA,2024-01-04 04:15:00,0
TXN0000306,36.89,Transfer,FL,2024-01-04 04:30:00,0
TXN0000307,21.78,ATM,TX,2024-01-04 04:45:00,0
TXN0000308,13.26,Online,WA,2024-01-04 05:00:00,0
TXN0000309,5.31,Online,IL,2024-01-04 05:15:00,0
TXN0000310,18.54,Transfer,TX,2024-01-04 05:30:00,0
TXN0000311,57.31,Transfer,IL,2024-01-04 05:45:00,0
TXN0000312,12.54,Transfer,NY,2024-01-04 06:00:00,0
TXN0000313,15.29,POS,IL,2024-01-04 06:15:00,0
TXN0000314,15.41,ATM,WA,2024-01-04 06:30:00,0
TXN0000315,22.91,Transfer,NY,2024-01-04 06:45:00,0
TXN0000316,2.97,Online,WA,2024-01-04 07:00:00,0
TXN0000317,15.14,Online,WA,2024-01-04 07:15:00,0
TXN0000318,7.2,Transfer,TX,2024-01-04 07:30:00,0
TXN0000319,58.06,Transfer,TX,2024-01-04 07:45:00,0
TXN0000320,7.97,POS,FL,2024-01-04 08:00:00,0
TXN0000321,40.14,Transfer,TX,2024-01-04 08:15:00,0
TXN0000322,125.13,Transfer,TX,2024-01-04 08:30:00,0
TXN0000323,13.79,Transfer,TX,2024-01-04 08:45:00,0
TXN0000324,9.76,Transfer,IL,2024-01-04 09:00:00,0
TXN0000325,25.27,ATM,FL,2024-01-04 09:15:00,0
TXN0000326,20.04,Transfer,NY,2024-01-04 09:30:00,0
TXN0000327,6.1,Transfer,IL,2024-01-04 09:45:00,0
TXN0000328,34.92,Online,IL,2024-01-04 10:00:00,0
TXN0000329,225.57,Online,NY,2024-01-04 10:15:00,0
TXN0000330,14.74,Online,TX,2024-01-04 10:30:00,0
TXN0000331,15.75,POS,IL,2024-01-04 10:45:00,0
TXN0000332,5.73,ATM,CA,2024-01-04 11:00:00,1
TXN0000333,29.46,Online,FL,2024-01-04 11:15:00,0
TXN0000334,4.5,Online,NY,2024-01-04 11:30:00,0
TXN0000335,5.32,Transfer,TX,2024-01-04 11:45:00,0
TXN0000336,93.28,Transfer,FL,2024-01-04 12:00:00,0
TXN0000337,6.78,ATM,CA,2024-01-04 12:15:00,0
TXN0000338,73.53,Transfer,NY,2024-01-04 12:30:00,0
TXN0000339,125.11,Transfer,NY,2024-01-04 12:45:00,0
TXN0000340,27.42,POS,WA,2024-01-04 13:00:00,0
TXN0000341,39.02,Online,WA,2024-01-04 13:15:00,0
TXN0000342,209.08,Transfer,CA,2024-01-04 13:30:00,0
TXN0000343,15.86,Online,TX,2024-01-04 13:45:00,0
TXN0000344,9.86,ATM,CA,2024-01-04 14:00:00,0
TXN0000345,3.96,Online,IL,2024-01-04 14:15:00,0
TXN0000346,21.12,Transfer,NY,2024-01-04 14:30:00,0
TXN0000347,118.51,Transfer,NY,2024-01-04 14:45:00,0
TXN0000348,63.53,ATM,IL,2024-01-04 15:00:00,0
TXN0000349,6.48,ATM,FL,2024-01-04 15:15:00,0
TXN0000350,7.2,Online,NY,2024-01-04 15:30:00,0
TXN0000351,10.97,Online,CA,2024-01-04 15:45:00,0
TXN0000352,28.52,ATM,IL,2024-01-04 16:00:00,0
TXN0000353,15.7,Online,IL,2024-01-04 16:15:00,0
TXN0000354,25.98,Online,CA,2024-01-04 16:30:00,0
TXN0000355,28.68,ATM,IL,2024-01-04 16:45:00,0
TXN0000356,14.03,POS,FL,2024-01-04 17:00:00,0
TXN0000357,19.14,Online,WA,2024-01-04 17:15:00,0
TXN0000358,25.74,Transfer,TX,2024-01-04 17:30:00,0
TXN0000359,18.16,ATM,CA,2024-01-04 17:45:00,0
TXN0000360,36.75,Online,TX,2024-01-04 18:00:00,0
TXN0000361,189.63,Online,IL,2024-01-04 18:15:00,0
TXN0000362,40.87,Transfer,IL,2024-01-04 18:30:00,0
TXN0000363,21.48,Transfer,CA,2024-01-04 18:45:00,1
TXN0000364,2.66,Transfer,TX,2024-01-04 19:00:00,0
TXN0000365,31.99,POS,WA,2024-01-04 19:15:00,0
TXN0000366,1.94,POS,IL,2024-01-04 19:30:00,0
TXN0000367,3.7,Transfer,TX,2024-01-04 19:45:00,0
TXN0000368,56.01,Online,CA,2024-01-04 20:00:00,0
TXN0000369,46.87,POS,CA,2024-01-04 20:15:00,0
TXN0000370,16.78,Online,TX,2024-01-04 20:30:00,0
TXN0000371,2.58,Online,FL,2024-01-04 20:45:00,0
TXN0000372,12.86,Online,FL,2024-01-04 21:00:00,0
TXN0000373,8.9,Online,IL,2024-01-04 21:15:00,0
TXN0000374,43.13,POS,NY,2024-01-04 21:30:00,0
TXN0000375,301.65,Transfer,IL,2024-01-04 21:45:00,0
TXN0000376,26.06,Online,IL,2024-01-04 22:00:00,0
TXN0000377,7.88,POS,IL,2024-01-04 22:15:00,0
TXN0000378,4.93,Transfer,TX,2024-01-04 22:30:00,0
TXN0000379,18.78,ATM,FL,2024-01-04 22:45:00,0
TXN0000380,16.25,Transfer,TX,2024-01-04 23:00:00,0
TXN0000381,5.04,Online,CA,2024-01-04 23:15:00,0
TXN0000382,23.1,Transfer,TX,2024-01-04 23:30:00,0
TXN0000383,5.05,POS,FL,2024-01-04 23:45:00,0
TXN0000384,76.29,Online,CA,2024-01-05 00:00:00,0
TXN0000385,71.89,ATM,CA,2024-01-05 00:15:00,0
TXN0000386,73.83,Online,NY,2024-01-05 00:30:00,0
TXN0000387,11.37,Transfer,TX,2024-01-05 00:45:00,0
TXN0000388,37.24,ATM,WA,2024-01-05 01:00:00,0
TXN0000389,17.14,Transfer,NY,2024-01-05 01:15:00,0
TXN0000390,12.6,POS,NY,2024-01-05 01:30:00,0
TXN0000391,13.37,POS,WA,2024-01-05 01:45:00,0
TXN0000392,4.22,POS,CA,2024-01-05 02:00:00,0
TXN0000393,3.55,POS,WA,2024-01-05 02:15:00,0
TXN0000394,52.1,Transfer,FL,2024-01-05 02:30:00,0
TXN0000395,15.97,Online,FL,2024-01-05 02:45:00,0
TXN0000396,26.04,POS,CA,2024-01-05 03:00:00,0
TXN0000397,66.82,ATM,CA,2024-01-05 03:15:00,0
TXN0000398,2.51,ATM,NY,2024-01-05 03:30:00,0
TXN0000399,7.84,ATM,IL,2024-01-05 03:45:00,0
TXN0000400,24.79,Online,FL,2024-01-05 04:00:00,0
TXN0000401,32.15,POS,WA,2024-01-05 04:15:00,0
TXN0000402,12.78,ATM,NY,2024-01-05 04:30:00,0
TXN0000403,69.06,Online,FL,2024-01-05 04:45:00,1
TXN0000404,25.85,POS,TX,2024-01-05 05:00:00,0
TXN0000405,4.68,Online,IL,2024-01-05 05:15:00,0
TXN0000406,6.57,ATM,WA,2024-01-05 05:30:00,0
TXN0000407,52.8,Online,WA,2024-01-05 05:45:00,0
TXN0000408,35.04,ATM,WA,2024-01-05 06:00:00,1
TXN0000409,2.06,Transfer,NY,2024-01-05 06:15:00,0
TXN0000410,101.22,Online,IL,2024-01-05 06:30:00,0
TXN0000411,41.17,Transfer,IL,2024-01-05 06:45:00,0
TXN0000412,100.69,Transfer,FL,2024-01-05 07:00:00,0
TXN0000413,12.67,POS,NY,2024-01-05 07:15:00,0
TXN0000414,14.09,ATM,FL,2024-01-05 07:30:00,0
TXN0000415,5.2,Transfer,FL,2024-01-05 07:45:00,0
TXN0000416,421.71,ATM,FL,2024-01-05 08:00:00,0
TXN0000417,16.27,ATM,WA,2024-01-05 08:15:00,0
TXN0000418,134.97,POS,CA,2024-01-05 08:30:00,0
TXN0000419,9.24,ATM,TX,2024-01-05 08:45:00,0
TXN0000420,24.45,Transfer,IL,2024-01-05 09:00:00,0
TXN0000421,2.7,Transfer,IL,2024-01-05 09:15:00,0
TXN0000422,12.69,POS,FL,2024-01-05 09:30:00,1
TXN0000423,65.4,POS,CA,2024-01-05 09:45:00,0
TXN0000424,4.47,POS,TX,2024-01-05 10:00:00,0
